datetime,signal,close
2025-08-21 15:46:55.118954,HOLD,175.23
2025-08-21 15:51:56.075054,HOLD,174.81
2025-08-21 15:56:57.187338,HOLD,174.62
2025-08-21 16:16:00.097466,HOLD,174.70
2025-08-21 16:21:01.209276,HOLD,174.82
2025-08-21 16:30:48.591868,HOLD,174.41
2025-08-21 16:35:51.822314,HOLD,174.30
2025-08-21 16:40:52.761760,HOLD,174.65
2025-08-21 16:45:53.826539,HOLD,174.63
2025-08-21 16:57:16.041424,HOLD,174.54
2025-08-21 17:26:01.721406,HOLD,174.08
2025-08-21 17:47:12.193737,HOLD,174.82
2025-08-21 18:04:21.565724,HOLD,174.99
2025-08-21 18:15:55.458486,HOLD,174.78
2025-08-21 18:20:56.388969,HOLD,174.79
2025-08-21 18:25:57.354028,HOLD,174.85
2025-08-21 18:34:10.091074,HOLD,174.62
2025-08-21 18:39:11.540865,HOLD,174.79
2025-08-21 18:44:13.077902,HOLD,174.54
2025-08-21 18:49:14.020788,HOLD,174.43
2025-08-21 18:54:15.420613,HOLD,174.75
2025-08-21 18:59:16.395956,HOLD,174.89
2025-08-21 19:04:17.351559,HOLD,174.99
2025-08-21 19:19:37.263966,HOLD,174.93
2025-08-21 19:46:21.585122,HOLD,174.62
2025-08-21 19:51:22.634489,HOLD,174.97
2025-08-21 19:56:23.982909,HOLD,175.02
2025-08-21 20:01:25.042312,HOLD,174.97
2025-08-21 20:06:26.084449,HOLD,174.97
2025-08-21 20:11:27.059918,HOLD,174.97
2025-08-21 20:16:28.050795,HOLD,174.97
2025-08-21 20:21:29.013200,HOLD,174.97
2025-08-21 20:26:30.063180,HOLD,174.97
2025-08-21 20:31:30.943408,HOLD,174.97
2025-08-22 14:04:01.853791,HOLD,176.59
2025-08-22 14:09:03.099996,HOLD,177.22
2025-08-22 14:14:05.619518,HOLD,177.25
2025-08-22 14:19:06.750111,HOLD,177.38
2025-08-22 14:28:47.490779,HOLD,175.99
2025-08-22 14:34:30.913315,HOLD,176.38
2025-08-22 14:39:32.362767,HOLD,177.01
2025-08-22 14:59:51.110606,HOLD,177.48
2025-08-22 15:04:52.090551,HOLD,178.24
2025-08-22 15:27:28.356164,HOLD,177.83
2025-08-22 15:32:29.458582,HOLD,178.31
2025-08-22 15:43:04.974021,HOLD,178.26
2025-08-22 15:48:05.971626,HOLD,178.24
2025-08-22 15:53:31.398945,HOLD,177.96
2025-08-22 15:58:32.411059,HOLD,177.99
2025-08-22 16:03:33.466320,HOLD,177.93
2025-08-22 16:08:34.524556,HOLD,177.66
2025-08-22 16:13:35.636929,HOLD,177.34
2025-08-22 16:52:28.147947,HOLD,177.21
2025-08-22 17:58:44.150353,HOLD,178.11
2025-08-22 18:03:50.190675,HOLD,178.17
2025-08-22 18:08:51.401273,HOLD,178.02
2025-08-22 18:15:57.931741,HOLD,178.09
2025-08-22 18:21:03.240189,HOLD,178.05
2025-08-22 18:26:04.258815,HOLD,177.97
2025-08-22 18:31:05.309075,HOLD,178.14
2025-08-22 18:36:11.391210,HOLD,178.35
2025-08-22 18:41:15.060797,HOLD,178.09
2025-08-22 18:46:16.072779,HOLD,178.10
2025-08-22 18:51:21.407917,HOLD,177.93
2025-08-22 18:56:24.540502,HOLD,177.76
2025-08-22 19:01:25.528735,HOLD,177.88
2025-08-22 19:06:54.380177,HOLD,178.04
2025-08-22 19:12:59.287880,HOLD,177.90
2025-09-18 14:38:57.231496,HOLD,175.54
