datetime,signal,close
2025-08-07 15:45:29.993271,SELL,116786.62
2025-08-07 15:50:35.586247,HOLD,116790.88
2025-08-07 15:55:36.430296,HOLD,116763.92
2025-08-07 16:00:37.222901,HOLD,116814.06
2025-08-07 16:05:38.182194,HOLD,116696.13
2025-08-07 16:10:38.952386,HOLD,116730.93
2025-08-07 16:15:43.564509,HOLD,116590.33
2025-08-07 16:20:46.718604,HOLD,116604.65
2025-08-07 16:25:51.114983,HOLD,116642.27
2025-08-07 16:31:00.523220,HOLD,116776.38
2025-08-07 16:36:02.810896,HOLD,116748.05
2025-08-07 16:41:04.839248,HOLD,116680.26
2025-08-07 16:46:05.512094,HOLD,116283.61
2025-08-07 16:52:16.473978,HOLD,116106.84
2025-08-07 16:57:17.513647,HOLD,116249.27
2025-08-07 17:02:23.574495,HOLD,116327.72
2025-08-07 17:07:26.929270,HOLD,116264.75
2025-08-07 17:12:27.889604,HOLD,116235.24
2025-08-07 17:17:29.021191,HOLD,116479.48
2025-08-07 17:41:28.072278,HOLD,116326.90
2025-08-07 17:46:28.801210,HOLD,116415.73
2025-08-07 18:04:35.168988,HOLD,116479.88
2025-08-07 18:09:36.728581,HOLD,116476.45
2025-08-07 18:15:49.019851,HOLD,116314.32
2025-08-07 18:20:51.314059,HOLD,116269.68
2025-08-07 18:25:52.109689,HOLD,116273.09
2025-08-07 18:30:52.882526,HOLD,116386.46
2025-08-07 18:35:58.095113,HOLD,116362.00
2025-08-07 18:40:58.958295,HOLD,116354.67
2025-08-07 18:46:19.955401,HOLD,116320.52
2025-08-07 18:51:20.731930,HOLD,116326.70
2025-08-07 18:56:21.473059,HOLD,116476.78
2025-08-07 19:01:23.702554,HOLD,116568.80
2025-08-07 19:06:39.334992,HOLD,116649.08
2025-08-07 19:11:44.619449,HOLD,116623.65
2025-08-07 19:16:47.760532,HOLD,116563.84
2025-08-07 19:51:10.061211,HOLD,117422.53
2025-08-07 20:06:42.315618,HOLD,117448.94
2025-08-07 20:11:45.114727,HOLD,117481.73
2025-08-08 13:58:43.901588,HOLD,116818.53
2025-08-08 14:03:44.929814,HOLD,116975.62
